08:00:00	0
08:10:00	0
08:20:00	0
08:30:00	0
08:40:00	0
08:50:00	0
09:00:00	0
09:10:00	0
09:20:00	0
09:30:00	0
09:40:00	0
09:50:00	0
10:00:00	0
10:10:00	0
10:20:00	0
10:30:00	0
10:40:00	0
10:50:00	0
11:00:00	0
11:10:00	0
11:20:00	0
11:30:00	0
11:40:00	0
11:50:00	0
12:00:00	0
12:10:00	0
12:20:00	0
12:30:00	0
12:40:00	0
12:50:00	0
13:00:00	0
13:10:00	0
13:20:00	0
13:30:00	0
13:40:00	0
13:50:00	0
14:00:00	0
14:10:00	0
14:20:00	0
14:30:00	0
14:40:00	0
14:50:00	0
15:00:00	0
15:10:00	0
15:20:00	0
15:30:00	0
15:40:00	0
15:50:00	0
16:00:00	0
16:10:00	0
16:20:00	0
16:30:00	0
16:40:00	0
16:50:00	0
17:00:00	0
17:10:00	0
17:20:00	0
17:30:00	0
17:40:00	0
17:50:00	0
18:00:00	0
18:10:00	0
18:20:00	0
18:30:00	0
18:40:00	0
